"Datenbank","Titel (100000)","Titel (100000.1)","Verfasser (100001)","Verfasser (100001.1)","Jahr (100002)","Jahr (100002.1)","Regalstandort (100005)","Regalstandort (100005.1)",100011,100011.1,100012,100012.1
"Stadtbibliothek Chemnitz","Wolkenbilder Clevermacher Lernspiel",,,"Teubner, Marco","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Kipp Kipp, Ahoi! der wackelige Stapelspaß für geschickte Matrosen",,,"Baars, Gunter","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Otti Panzerotti! schau genau, tausche schlau",,,"Charves, Virginia","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Zicke Zacke Igelkacke ein rasantes Gedächtnisrennen",,,"Zoch, Klaus","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Dame, Mühle mit extra großen Spielfiguren aus Holz",,,,"[2009]",,"G 211 Dam",,,,,
"Stadtbibliothek Chemnitz","Welt der Weine in vino veritas ; das große Weinspiel",,,,"2009",,"G 212 Wel",,,,,
"Stadtbibliothek Chemnitz","Halma mit großen Spielfiguren aus Holz ; 24 Varianten",,,,"[2009]",,"G 212 Hal",,,,,
"Stadtbibliothek Chemnitz","Europareise Spielend Europa entdecken!",,,"Kramer, Wolfgang","2009",,"G 212 Eur",,,,,
"Stadtbibliothek Chemnitz","Im Wandel der Zeit eine Geschichte der Zivilisation",,,"Chvátil, Vlaada","2009",,"G 212 Im",,,,,
"Stadtbibliothek Chemnitz","Space Alert",,,"Chvátil, Vlaada","2009",,"Games Space",,,,,
"Stadtbibliothek Chemnitz","Wissens-Quiz über 4.500 Fragen und Auswahlantworten ; interessante Themenbereiche: Geschichte, Erdkunde, Politik & Wirtschaft, Kunst & Kultur, Sport & Freizeit, Geographie",,,,"2009",,"G 212 Wis",,,,,
"Stadtbibliothek Chemnitz","Dominion was für eine Welt",,,"Vaccarino, Donald X.","2009",,"G 212 Dom Games Domin",,,,,
"Stadtbibliothek Chemnitz","Gerda Gacker",,,"Hutzler, Thilo","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Ubongo 3-D verrückt und draufgelegt",,,"Rejchtman, Grzegorz","2009",,"G 211 Ubo",,,,,
"Stadtbibliothek Chemnitz","Logeo ratio 2 das ultimative Logikspiel, das einen nicht mehr loslässt!",,,"Lyons, Michel","2009",,"G 212 Log",,,,,
"Stadtbibliothek Chemnitz","Prinzessin Lillifee Obstkörbchen ein zauberhaftes Würfelspiel = Fruit basket",,,,"[2009]",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Die Säulen der Erde - Duell der Baumeister England im 12. Jahrhundert",,,"Feld, Stefan","2009",,"Games Säulen",,,,,
"Stadtbibliothek Chemnitz","Kunststück Krimi-Kartenspiel für clevere Kunstdiebe",,,"Klein, Sonja","2009",,"Games Kunst",,,,,
"Stadtbibliothek Chemnitz","Europa Venedig ist ja klar, aber wo liegt Nessebar?",,,"Burkhardt, Günter","2009",,"Blau Spiele Europa",,,,,
"Stadtbibliothek Chemnitz","1, 2, 3 ... ich komme!",,,"Berger, Norbert","[2009]",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Labyrinth - Das Duell gleichzeitig durchs Labyrinth - wer schneller schiebt, gewinnt!",,,"Teubner, Marco","2009",,"Rot Spiele Labyr",,,,,
"Stadtbibliothek Chemnitz","Pandemie können sie die Menschen retten?",,,"Leacock, Matt","2009",,"G 212 Pan Blau Spiele Pande",,,,,
"Stadtbibliothek Chemnitz","WWF Naturquiz - Rätsel, Rekorde, Sensationen",,,,"2009",,"Rot Spiele WWF",,,,,
"Stadtbibliothek Chemnitz","Finca",,,"Sentker, Wolfgang","2009",,"Blau Spiele Fin G 212 Fin",,,,,
"Stadtbibliothek Chemnitz","Kannst du das ABC? tierisches Merkspiel",,,"Haferkamp, Kai","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Die goldene Stadt",,,"Schacht, Michael","2009",,"Blau Spiele Goldene Games Goldene",,,,,
"Stadtbibliothek Chemnitz","Sicher zur Schule das lehrreiche Memospiel",,,"Engel, Tanja","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","WWF Naturquiz - Wunder der Natur",,,,"2009",,"Rot Spiele WWF",,,,,
"Stadtbibliothek Chemnitz","Einfach stark",,,"Meister, Heinz","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Islas Canarias Wer holt die meisten Siedler auf seine Insel?",,,"Colovini, Leo","2009",,"Blau Spiele Islas Games Islas",,,,,
"Stadtbibliothek Chemnitz","Die drei ??? [Fragezeichen] - Das verfluchte Schloss das Spiel zum Film",,,"Bogen, Steffen","2009",,"Rot Spiele Dre",,,,,
"Stadtbibliothek Chemnitz","Würfel Wölfe",,,"Teubner, Marco","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Memo-Krimi der spannende Erzählspaß für schlaue Detektive, trainiert Gedächtnis und Kreativität trainiert",,,"Kobbert, Max","2009",,"Rot Spiele Memo",,,,,
"Stadtbibliothek Chemnitz","Kennst du die Uhr? Merkspass rund um die Uhr",,,"Haferkamp, Kai","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","WWF Naturquiz unglaublich, aber wahr",,,,"2009",,"Rot Spiele WWF",,,,,
"Stadtbibliothek Chemnitz","Gehirn-Jogging kniffliges Denksportspiel ; allein oder in geselliger Runde spielbar ; hält Sie geistig fit und jung",,,,"2009",,"G 212 Geh",,,,,
"Stadtbibliothek Chemnitz","Wort-Schatz Sie sehen zwei Bilder und bringen diese Begrifflich zusammen! ...",,,"Jackson, Kathy","2009",,"G 212 Wor",,,,,
"Stadtbibliothek Chemnitz","Shaun das Schaf - Das Rennen der Lämmer spannendes Würfelspiel",,,"Brand, Inka","2009",,"Rot Spiele Shaun",,,,,
"Stadtbibliothek Chemnitz","Klaus die Maus entdeckt das Jahr",,,"Baars, Gunter","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Atlantis",,,"Colovini, Leo","2009",,"Blau Spiele Atlan",,,,,
"Stadtbibliothek Chemnitz","Wilde Wikinger machen fette Beute ein abenteuerliches Versteigerungsspiel",,,"Dirscherl, Wolfgang","2009",,"Rot Spiele Wilde",,,,,
"Stadtbibliothek Chemnitz","MauseSause",,,"Lach, Bernhard","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","A la carte",,,"Schmiel, Karl-Heinz","2009",,"Blau Spiele Ala Games AlaCarte",,,,,
"Stadtbibliothek Chemnitz","Diego Drachenzahn",,,"Ludwig, Manfred","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Monstermania",,,"Ross, Brad","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Identik Meister, Künstler, Kritiker",,,"Jacobson, William P.","2009",,"Blau Spiele Identik",,,,,
"Stadtbibliothek Chemnitz","Cobra Twist Can you snake it?",,,"Laden, Ariel","2009",,"Rot Spiele Cobra",,,,,
"Stadtbibliothek Chemnitz","Willi und die Wunder dieser Welt ie wilde Weltreise mit Willi Weitzel Spiel",,,"Antonow, Michail","2009",,"Rot Spiele Willi",,,,,
"Stadtbibliothek Chemnitz","Compatibility",,,"Browne, Craig","2009",,"Games Compa",,,,,
"Stadtbibliothek Chemnitz","Wissens-Quiz für Kinder, 3 bis 5 Jahre",,,,"2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Wissens-Quiz für Kinder, 5 bis 7 Jahre",,,,"2009",,"Rot Spiele Wissen",,,,,
"Stadtbibliothek Chemnitz","Triovision",,,"Galonska, Susanne","2009",,"G 213 Tri",,,,,
"Stadtbibliothek Chemnitz","DITO weißt du, was ich denke?",,,,"2009",,"Games Dito",,,,,
"Stadtbibliothek Chemnitz","Deutschlandreise Spielend Deutschland entdecken!",,,,"2009",,"G 212 Deu",,,,,
"Stadtbibliothek Chemnitz","Blitzmerker das schnelle Quiz",,,,"2009",,"G 212 Bli",,,,,
"Stadtbibliothek Chemnitz","Tobago",,,"Allen, Bruce","2009",,"Games Tobago",,,,,
"Stadtbibliothek Chemnitz","Alcazar auf die Höhe kommt es an",,,"Kramer, Wolfgang","2009",,"Games Alcaz",,,,,
"Stadtbibliothek Chemnitz","Die kleine Raupe Nimmersatt Lerne zählen!",,,"Carle, Eric","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Dresden-Memo Gedächtnisspiel mit Motiven aus Kunst und Architektur",,,,"2009",,"Ter G 20.1 Dresden Dre",,,,,
"Stadtbibliothek Chemnitz","Mauseschlau & Bärenstark Wissen & Lachen ; Unsere Erde",,,"Ahrenkiel, Ingeborg","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","City-Memo Chemnitz die Stadt spielend kennen lernen = Get to know the city by playing the game",,,"Bock, Daniela","[2009?]",,"Ter L 11.1 Chemnitz Chem Rot Spiele Cit",,,,,
"Stadtbibliothek Chemnitz","Die Kinder von Carcassonne",,,"Teubner, Marco","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Das magische Labyrinth",,,"Baumann, Dirk","2009",,"Rot Spiele Mag",,,,,
"Stadtbibliothek Chemnitz","Vampire der Nacht ein Dunkelspiel",,,"Becker, Kirsten","2009",,"Rot Spiele Vampir",,,,,
"Stadtbibliothek Chemnitz","Wendy - Im Galopp inklusive Wendy Hörspiel-CD",,,"Hiese, Kirsten","2009",,"Rot Spiele Wen",,,,,
"Datenbank","Titel (100000)","Titel (100000.1)","Verfasser (100001)","Verfasser (100001.1)","Jahr (100002)","Jahr (100002.1)","Regalstandort (100005)","Regalstandort (100005.1)",100011,100011.1,100012,100012.1
"Stadtbibliothek Chemnitz","Maori",,,"Burkhardt, Günter","2009",,"Rot Spiele Maori",,,,,
"Stadtbibliothek Chemnitz","Mathematik - Mein Trainingsspiel 1. Schuljahr pfiffiges Rechenspiel",,,"Engel, Tanja","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Lesen - Mein Trainingsspiel 1. Schuljahr lustiges Lesespiel",,,"Wrede, Anja","2009",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Der Name der Rose das spannende Brettspiel um Mönche, Mysterien und dunkle Mächte",,,"Feld, Stefan","2008",,"Blau Spiele Name",,,,,
"Stadtbibliothek Chemnitz","Spielesammlung über 100 Spielmöglichkeiten",,,,"[2009] ©2008",,"Rot Spiele Spiele",,,,,
"Stadtbibliothek Chemnitz","Zack & Pack aus dem Fuhrpark greif' mit Hast den Wagen, der zur Ladung passt!",,,"Eisenstein, Bernd","2008",,"Rot Spiele Zack",,,,,
"Stadtbibliothek Chemnitz","Wir spielen Einkaufen",,,"Teubner, Marco","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Karawane",,,"Bücken, Hajo","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Connie kommt in die Schule 4 Spiele rund um Zahlen, Buchstaben und Konzentration ; Lernspielsammlung",,,"Schneider, Liane","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Happy Farm",,,"Ede, John","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Meschugge",,,,"2008",,"Rot Spiele Mesch",,,,,
"Stadtbibliothek Chemnitz","Schau genau! Memo",,,,"2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","black stories - das Spiel der rabenschwarze Rätsel-, Actions- und Mordsspaß",,,"Skopnik, Bernhard","2008",,"Games Black",,,,,
"Stadtbibliothek Chemnitz","Carcassonne - MayFlower",,,"Wrede, Klaus-Jürgen","2008",,"Games Carca Blau Spiele Carca",,,,,
"Stadtbibliothek Chemnitz","Risiko das grosse Strategiespiel ; 3 Spielvarianten, schnelles Spiel",,,,"2008",,"Games Risiko",,,,,
"Stadtbibliothek Chemnitz","Privacy 2 was Sie schon immer über Ihre Freunde wissen wollten ... ; ... sich aber bisher nicht zu fragen wagten!",,,"Staube, Reinhard","2008",,"Games Privacy",,,,,
"Stadtbibliothek Chemnitz","Bärenbande das lustige Würfel- und Versteckspiel...",,,"Mares, Ladislav","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Geistertreppe ein magnetisches Verwechslungsspiel",,,"Schanen, Michelle","2008",,"Rot Spiele Geister",,,,,
"Stadtbibliothek Chemnitz","Auf die Schätze, fertig, los",,,"Fraga, Roberto","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Gemblo das Spiel, das verbindet",,,"Oh, Justin","[2008]",,"G 212 Gem II Spiele Gemblo",,,,,
"Stadtbibliothek Chemnitz","Toledo",,,"Wallace, Martin","2008",,"Blau Spiele Toledo",,,,,
"Stadtbibliothek Chemnitz","Gegen den Wind das ultimative Regattaspiel für zu Hause",,,"Ludwig, Manfred","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Laura auf Reisen",,,"Wagener, Sylvia","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Mein erstes Was fliegt denn da? unsere wichtigsten Vögel kennen lernen",,,"Kramer, Wolfgang","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Schnappburg",,,"Fiore, Christian","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Batavia",,,"Glimne, Dan","2008",,"Blau Spiele Batav",,,,,
"Stadtbibliothek Chemnitz","Serendipity glücklicher Zufall, ein taktisches Legespiel",,,"Etter, Matthias","[2008]",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Make 'n' break",,,"Lawson, Andrew","2008",,"Rot Spiele Make",,,,,
"Stadtbibliothek Chemnitz","UNO Extreme der schnelle Spaß für die ganze Familie",,,,"2008",,"G 213 Uno",,,,,
"Stadtbibliothek Chemnitz","Fauna das tierisch gute Wissenspiel",,,"Friese, Friedemann","2008",,"G 212 Fau Games Fauna",,,,,
"Stadtbibliothek Chemnitz","Welt der guten Küche das Quiz für Feinschmecker",,,,"2008",,"G 212 Wel",,,,,
"Stadtbibliothek Chemnitz","Jamaica",,,"Leyssenne, Mathieu","[2008]",,"Blau Spiele Jamai",,,,,
"Stadtbibliothek Chemnitz","Hase und Igel hier können auch die Langsamen ganz schnell sein",,,"Parlett, David","2008",,"Blau Spiele Hase",,,,,
"Stadtbibliothek Chemnitz","Zur Kasse bitte!",,,"Heel, Jürgen","[2008]",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Papa Schwein lädt ein ein ""saustarkes"" Kartenspiel",,,"Pokornik, Brigitte","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Spitz, pass auf",,,,"2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","On Top nur die cleversten kommen ganz nach oben! ; das herrliche spannende Legespiel",,,"Burkhardt, Günter","2008",,"Rot Spiele On",,,,,
"Stadtbibliothek Chemnitz","Ohne dich ist alles doof das Malefiz-Spiel",,,"Schöppner, Werner","2008",,"Rot Spiele Ohn",,,,,
"Stadtbibliothek Chemnitz","Kennen Sie Di?",,,"Rosenberg, Uwe","2008",,"G 212 Ken",,,,,
"Stadtbibliothek Chemnitz","Cro-Magnon das Spiel, das den Urmenschen in dir weckt ; du viel lachen, du denken und machen",,,,"2008",,"Games CroMagn",,,,,
"Stadtbibliothek Chemnitz","Beppo das turbulente Wettrennen",,,"Zoch, Kaus","2008",,"Rot Spiele Beppo",,,,,
"Stadtbibliothek Chemnitz","Bonnie and Clyde",,,"Fitzgerald, Mike","2008",,"Blau Spiele Bonnie",,,,,
"Stadtbibliothek Chemnitz","Tintenherz das Würfelspiel",,,"Schacht, Michael","2008",,"Rot Spiele Tinten",,,,,
"Stadtbibliothek Chemnitz","Duomino Pepito Kleinkinderspiel",,,"Kinzebach, Barbara","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Kamisado Das Duell der Drachentürme",,,"Burley, Peter","2008",,"Blau Spiele Kamis",,,,,
"Stadtbibliothek Chemnitz","Verdrehte Sprichwörter",,,"Knizia, Reiner","2008",,"G 212 Ver Blau Spiele Ver Games Verdre",,,,,
"Stadtbibliothek Chemnitz","Globalissimo Andorra, Chile und Türkei, die Mongolei ist auch dabei",,,"Burkhardt, Günter","2008",,"G 212 Glo Blau Spiele Glo",,,,,
"Stadtbibliothek Chemnitz","Mensch ärgere Dich nicht mit extra großen Spielfiguren aus Holz",,,,"[2008]",,"G 260 Men",,,,,
"Stadtbibliothek Chemnitz","Die hängenden Gärten",,,"Li, Din","2008",,"Rot Spiele Hän",,,,,
"Stadtbibliothek Chemnitz","Pingo Tour",,,,"2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Billy Biber hey, Finger weg von meinem Holz!",,,"Haferkamp, Kai","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Triovision",,,"Galonska, Susanne","2008",,"G 213 Tri",,,,,
"Stadtbibliothek Chemnitz","Sachsen Reise",,,,"2008",,"Ter G 20.0 Sachsen Sach",,,,,
"Stadtbibliothek Chemnitz","Blox das taktische Bauspiel für Hoch-Stapler und Abräumer!",,,"Kramer, Wolfgang","2008",,"G 212 Blo II Spiele Blo",,,,,
"Stadtbibliothek Chemnitz","Code Omega die rasante Codesuche für die ganze Familie",,,"Rejchtman, Grzegorz","[2008]",,"G 260 Cod",,,,,
"Stadtbibliothek Chemnitz","Stone age das Ziel ist dein Weg",,,"Tummelhofer, Michael","2008",,"Blau Spiele Sto Games Stone",,,,,
"Stadtbibliothek Chemnitz","Keltis der Weg der Steine",,,"Knizia, Reiner","2008",,"Blau Spiele Kel Games Keltis G 212 Kel",,,,,
"Stadtbibliothek Chemnitz","Fädelzoo Threading zoo",,,"Schmid, Bernhard","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Wilde Wikinger",,,"Dirscherl, Wolfgang","2008",,"Rot Spiele Wil",,,,,
"Stadtbibliothek Chemnitz","Fladdera-Datsch erst Klick, dann Klatsch!",,,"Zeimet, Jacques","2008",,"Rot Spiele Fla",,,,,
"Stadtbibliothek Chemnitz","Die kleinen Regentropfen ein Kinderspiel für kleine Hände und großes Geschick!",,,,"2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Die Knoblauch-Vampire ein schaurig-schönes Würfelspiel = ¬The Garlic Vampires",,,"Dirscherl, Wolfgang","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Billy Biber wer stibitzt die meisten Stämme",,,"Haferkamp, Kai","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Vineta - Atlantis des Nordens",,,"Onça, Fabiano","2008",,"Blau Spiele Vin",,,,,
"Stadtbibliothek Chemnitz","Hab & Gut",,,"Rossi, Carlo A.","2008",,"G 212 Hab",,,,,
"Stadtbibliothek Chemnitz","Das Spiel der Namen das einzigartige Spiel um Deutschlands Namen, Ihre Häufigkeit und Bedeutungen",,,"Udolph, Jürgen","2008",,"G 212 Spi",,,,,
"Stadtbibliothek Chemnitz","Bibi Blocksberg und das Geheimnis der blauen Eulen das Spiel zum Kinofilm",,,"Knizia, Reiner","2008",,"Rot Spiele Bib",,,,,
"Stadtbibliothek Chemnitz","Keltis",,,"Knizia, Reiner","2008",,"Blau Spiele Kel",,,,,
"Stadtbibliothek Chemnitz","Der Name der Rose das spannende Brettspiel um Mönche Mysterien und dunkle Mächte",,,"Eco, Umberto","2008",,"Blau Spiele Name",,,,,
"Stadtbibliothek Chemnitz","Professor Pünschge alles ist umdenkbar",,,"Zoch, Klaus","2008",,"Games Profess",,,,,
"Stadtbibliothek Chemnitz","Let's Music! Hier spielt die Musik!",,,,"2008",,"Games Let's",,,,,
"Stadtbibliothek Chemnitz","ego",,,,"2008",,"G 212 Ego",,,,,
"Stadtbibliothek Chemnitz","Grimassimix ein lustiges Spiel zur Förderung der Zungen- und Lippengeschicklichkeit",,,"Draxler, Elisabeth","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Curli Kuller der kullerrunde Schnecken-Spaß",,,"Teubner, Marco","[2008]",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Farbenzwerge Kennst du die Farben",,,"Friedrich, Gerhard","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Ab ins Bett, Nils! Bertie at Bedtime",,,"Nikisch, Markus","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Käseklau",,,"Dirscherl, Wolfgang","[2008]",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Der Mondbär weißt du, wie viel Sternlein stehen? ; das 10-Minuten-Gute-Nacht-Spiel",,,"Meister, Heinz","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Rio Grande der große Fluß",,,"Comerci, Michele","2008",,"Blau Spiele Rio",,,,,
"Stadtbibliothek Chemnitz","Die Siedler von Catan - Deutschland Edition",,,"Teuber, Klaus","2008",,"Blau Spiele Siedler",,,,,
"Stadtbibliothek Chemnitz","Die kleine Raupe Nimmersatt das Spiel",,,"Carle, Eric","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Klaus die Maus entdeckt die Welt",,,"Kuch, Roselyne","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Dominion was für eine Welt",,,"Vaccarino, Donald X.","2008",,"Rot Spiele Domin Games Domin",,,,,
"Stadtbibliothek Chemnitz","LetraMix",,,,"[2008]",,"Games Letra",,,,,
"Stadtbibliothek Chemnitz","Party Alias Maxi-Spass beim Promi- und Begrifferaten!",,,,"2008",,"Games Party",,,,,
"Stadtbibliothek Chemnitz","Sprichwortbox",,,"Gutensohn, Stefan","2008",,"G 212 Spr",,,,,
"Stadtbibliothek Chemnitz","Mein neues Leben das Spiel zur TV-Sendung",,,"Rüttinger, Michael","2008",,"Rot Spiele Mein",,,,,
"Stadtbibliothek Chemnitz","Fluch der Mumie Eine abenteuerliche Schatzjagt",,,"Casasola Merkle, Marcel-André","2008",,"Rot Spiele Fluch",,,,,
"Stadtbibliothek Chemnitz","Katz & Maus [Finde die richtigen Verbindungswege!]",,,"Peeters, Ralf","2008",,"Rot Spiele Katz",,,,,
"Stadtbibliothek Chemnitz","4 erste Spiele würfeln, laufen und gewinnen!",,,"Wernhard, Hermann","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Ein bisschen Mord muss sein ein verrücktes Spiel über außergewöhnliche Ermittlungen",,,"Marly, Hervé","2008",,"Games EinBiss",,,,,
"Stadtbibliothek Chemnitz","Scrabble junior die Kreuzwortspiel-Marke",,,,"2008",,"Rot Spiele Scrab",,,,,
"Stadtbibliothek Chemnitz","Indianer Das pfiffige Wissensspiel",,,"Baars, Gunter","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Pettersson und Findus - Ein Feuerwerk für den Fuchs pfiffiges Reaktionsspiel",,,"Burkhardt, Günter","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Kids im Straßenverkehr 100 spannende Fragen",,,,"[2008]",,"Rot Spiele Quiz",,,,,
"Stadtbibliothek Chemnitz","Kakerlakensalat ""Versprechen"" Sie sich nicht zu viel in diesem Spiel!",,,"Zeimet, Jacques","2008",,"Rot Spiele Kak Games Kaker",,,,,
"Stadtbibliothek Chemnitz","Der Dativ ist dem Genitiv sein Tod das große Spiel ; noch mehr Spielspaß im Irrgarten der deutschen Sprache",,,"Gruber, Fritz","2008",,"G 212 Dat Games Dativ",,,,,
"Stadtbibliothek Chemnitz","Das verrückte Schimpfwörter-ABC das Memo-Spiel",,,"Schober, Michael","2008",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Nanu? Ich denk, da liegt die Kuh!",,,"Meister, Heinz","[2007] ©2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Auf Achse Das Spiel um Brummis, Frachten und Moneten",,,"Kramer, Wolfgang","2007",,"Rot Spiele Auf",,,,,
"Stadtbibliothek Chemnitz","Klecksolino schnell die Pinsel gezückt! ; fröhliches Farbensuchspiel",,,"Schneider, Carolin","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Die freche Sprech-Hexe Hör gut zu und sprich genau",,,"Heuß, Gertraud E.","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Fröhlich oder traurig... wie zeigst du Gefühle? die Welt der Gefühle spielerisch verstehen",,,"Haferkamp, Kai","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Kleiner Teddy",,,"Meister, Heinz","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Die drei ??? [Fragezeichen] - Das Geheimnis der Geisterinsel das Spiel zum Film",,,"Brand, Inka","2007",,"Blau Spiele Dre",,,,,
"Stadtbibliothek Chemnitz","Das rasante Familienquiz ... mit über 2000 Fragen ; die Zeit läuft ...",,,"Schuck, Sabine","2007",,"Blau Spiele Familie",,,,,
"Stadtbibliothek Chemnitz","Blumengarten",,,"Lochner, Margret","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Conni macht das Seepferdchen spannende Lauf-Spiel",,,"Engel, Tanja","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Rondomino das Domino mit dem Dreh!",,,,"2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Didi Dotter aus Zwei mach Ei",,,"Laden, Ariel","2007",,"Sport Spiele Spiel I G Did",,,,,
"Stadtbibliothek Chemnitz","Mariposa",,,"Liesching, Thomas","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Charly im Zoo",,,"Nikisch, Markus","2007",,"Sport Spiele",,,,,
"Stadtbibliothek Chemnitz","Alles Tomate",,,"Knizia, Reiner","2007",,"Sport Spiele",,,,,
